Transaction Name,Funding Type,Funding Stage,Money Raised,Announced Date,Organization Name,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors
Seed Round - Faze,Seed,Seed,"$17,400,000","Nov 3, 2021",Faze,"Faze is a Cricket NFT platform allowing fans to collect, use, play, and interact with cricket through NFTs.","Collectibles, Cricket, Sports",—,"San Francisco, California, United States, North America",www.fancraze.com,,"$117,400,000",Early Stage Venture,2,Tiger Global Management,7
Seed Round - Nightlight Donuts & Coffee,Seed,Seed,"$315,000","Nov 5, 2021",Nightlight Donuts & Coffee,"Nightlight Donuts & Coffee offers fresh hand-made donuts, espresso beverages, and an ambiance that invites people to stay awhile.","Food and Beverage, Food Processing, Snack Food",Women Led,"Waco, Texas, United States, North America",www.nightlightdonuts.com/,,"$315,000",Seed,1,—,—
Seed Round - Red Clay Hot Sauce,Seed,Seed,"$722,008","Oct 14, 2021",Red Clay Hot Sauce,Red Clay is a digital-savvy hot sauce and hot honey brand.,"Food and Beverage, Retail","Women Founded, Women Led","Charleston, South Carolina, United States, North America",redclayhotsauce.com/,,"$6,310,487",Seed,6,—,—
Seed Round - DrivenIQ,Seed,Seed,"$1,200,000","Oct 27, 2021",DrivenIQ,"DaaS, Data and technology company focused on building #dataindependence for our clients through strategic data-driven marketing solutions.","Advertising, Advertising Platforms, Automotive, Consumer Research, Data Integration, Database, Market Research, Marketing",—,"Towson, Maryland, United States, North America",www.drivenIQ.com,,"$16,200,000",Early Stage Venture,2,Capstone Technologies,1
Seed Round - Shaker,Seed,Seed,"$2,000,000","Nov 8, 2021",Shaker,Shaker is a collaborative client relationship and workflow manager for real estate teams.,"Internet, Software",—,"Indianapolis, Indiana, United States, North America",www.shaker.io,,"$2,000,000",Seed,1,—,2
Seed Round - GENA™,Seed,Seed,"$250,000","Nov 1, 2021",GENA™,"SaaS, AI, Blockchain,","Artificial Intelligence, Biotechnology, Blockchain, Genetics, Life Science",—,"Boca Raton, Florida, United States, North America",www.sivotecbioinformatics.com/,,"$250,000",Seed,1,—,—
Seed Round - Tip a ScRxipt,Seed,Seed,"$500,000","Oct 25, 2021",Tip a ScRxipt,Tip a ScRxipt is a socially responsible mobile payment service exclusive to pharmacies.,"Financial Services, Mobile Payments, Payments",—,"Milwaukee, Wisconsin, United States, North America",www.tipascrxipt.com,,"$600,000",Seed,2,Gateway Capital Partners,2
Seed Round - Ristretto,Seed,Seed,"$1,100,000","Oct 14, 2021",Ristretto,"Ristretto designs, develops, manufactures, and sells high performance, luxury electric bikes.","Electric Vehicle, Manufacturing, Transportation",—,"Austin, Texas, United States, North America",ristrettoelectric.com,,"$1,100,000",Seed,3,House of Lithium,1
Seed Round - Stonks Trading,Seed,Seed,"$500,000","Nov 12, 2021",Stonks Trading,Stonks Trading is a financial trading platform that helps the investor to easily buy and sell stocks and crypto markets.,"Cryptocurrency, E-Commerce, Financial Services, Stock Exchanges",—,"Wilmington, Delaware, United States, North America",,,"$500,000",Seed,1,—,—
Seed Round - Magnify,Seed,Seed,"$6,000,000","Nov 1, 2021",Magnify,Magnify is a post-sales orchestration platform that uses AI and machine learning to optimize and automate the customer lifecycle.,"Artificial Intelligence, Machine Learning, Software",—,"Seattle, Washington, United States, North America",www.magnify.io,,"$6,000,000",Seed,1,Madrona,7
Seed Round - Oda,Seed,Seed,"$2,455,000","Oct 26, 2021",Oda,Oda aggregates real estate data from listing services and government records into a unified API.,"Developer APIs, Marketing Automation, Real Estate",—,"San Francisco, California, United States, North America",studio.odaportal.com,,"$5,255,000",Seed,4,—,—
Seed Round - Bild,Seed,Seed,"$3,000,000","Oct 25, 2021",Bild,Build hardware faster. better. together.,—,—,"San Francisco, California, United States, North America",www.getbild.com,,"$3,233,333",Seed,3,Tola Capital,5
Seed Round - Ivee,Seed,Seed,"$1,200,000","Nov 11, 2021",Ivee,"Ivee personalizes the passenger experience, starting with ride-hail vehicles","Information Technology, Transportation",—,"Chicago, Illinois, United States, North America",www.goivee.com/,,"$2,300,000",Seed,2,—,—
Seed Round - Telios,Seed,Seed,"$275,000","Oct 20, 2021",Telios,Telios develops an end-to-end encrypted peer-to-peer email service.,"Privacy, Software, Telecommunications",—,"Wilmington, North Carolina, United States, North America",telios.io,,"$320,000",Seed,2,—,—
Seed Round - Ahura AI,Seed,Seed,"$3,000,000","Nov 4, 2021",Ahura AI,Ahura AI develops an AI tutoring tool to improve employee productivity and retention.,"Artificial Intelligence, EdTech, Education, Machine Learning, Productivity Tools",—,"Santa Clara, California, United States, North America",www.ahuraai.com/,,"$8,850,000",Seed,5,—,2
Seed Round - Naturaz,Seed,Seed,"$225,000","Nov 4, 2021",Naturaz,Naturaz is a clean health and beauty company that manufactures and sells vegan hair care products for curly hair.,"Beauty, Cosmetics, Health Care",—,"Oaks, Pennsylvania, United States, North America",www.naturaz.com,,"$875,000",Seed,5,—,5
Pre Seed Round - Aklivity,Pre-Seed,Seed,"$250,000","Oct 15, 2021",Aklivity,Aklivity is pioneering event-native API infrastructure that simplifies connecting apps and services to real-time data streams.,—,—,"Palo Alto, California, United States, North America",aklivity.io/,,"$4,349,999",Seed,2,—,1
Seed Round - Audioshake,Seed,Seed,"$2,000,000","Oct 18, 2021",Audioshake,AudioShake uses AI to separate music and speech to help make audio more interactive and accessible.,"Artificial Intelligence, Machine Learning, Music","Women Founded, Women Led","San Francisco, California, United States, North America",www.audioshake.ai/,,"$4,700,000",Seed,2,Precursor Ventures,14
Seed Round - Stan World,Seed,Seed,"$1,600,000","Oct 28, 2021",Stan World,Stan World is a Fandom League Metaverse where Stans congregate as a fandom and compete with other fandoms to collect points & earn rewards.,"3D Technology, Communities, Digital Entertainment, Social Network, Virtual World",—,"Los Angeles, California, United States, North America",www.stan.world/,,"$3,431,000",Seed,4,KB Investment,2
Pre Seed Round - Attenex,Pre-Seed,Seed,"$130,000","Nov 1, 2021",Attenex,"Attenex offers consumer startups DIY research, guided by experts. A Techstars backed company.",Advertising,—,"Portland, Maine, United States, North America",attenex.io,,"$250,000",Seed,2,—,—
Pre Seed Round - Clouty,Pre-Seed,Seed,"$550,000","Oct 22, 2021",Clouty,"Clouty is at the intersection of data, music, and finance re-imagining the value of music by making it a tradable asset via derivatives.","Finance, Financial Exchanges, FinTech, Media and Entertainment, Music",—,"Chicago, Illinois, United States, North America",clouty.io,,"$550,000",Seed,2,Michael Gamson,1
Seed Round - Rhizome Network,Seed,Seed,"$625,000","Oct 20, 2021",Rhizome Network,"Rhizome Network is a consulting agency composed of a network of scientists, engineers, and entrepreneurs working on ideas for the company.","Consulting, Innovation Management, Product Research",—,"Las Vegas, Nevada, United States, North America",www.rhizomenetwork.com,,"$625,000",Seed,1,—,—
Pre Seed Round - WEALTHAWK,Pre-Seed,Seed,"$10,000","Oct 18, 2021",WEALTHAWK,Wealthawk is a next-generation prospect development platform for wealth managers.,"Consulting, Financial Services, SaaS, Wealth Management","Women Founded, Women Led","San Diego, California, United States, North America",www.wealthawk.com/,,"$10,000",Seed,1,Jeff Zisner,1
Pre Seed Round - CaptuRisk Inc.,Pre-Seed,Seed,"$240,000","Nov 1, 2021",CaptuRisk Inc.,Automated valuation and loan decisioning technology for commercial mortgage,"Commercial Lending, Finance, Financial Services, FinTech, Real Estate, Software","South Asian Founded, South Asian Led, Women Led","Princeton, New Jersey, United States, North America",capturisk.com/,,"$740,000",Seed,2,—,—
Seed Round - Skipp,Seed,Seed,"$1,900,000","Nov 10, 2021",Skipp,Skipp is a developing a platform for hiring IT specialists.,"Human Resources, Information Technology, Software",—,"Menlo Park, California, United States, North America",www.skipp.dev/,,"$1,900,000",Seed,1,—,4
Seed Round - Flux,Seed,Seed,"$12,000,000","Oct 13, 2021",Flux,"Flux develops a collaborative, in-browser platform for electronic design and development.","Hardware, Software",—,"San Francisco, California, United States, North America",www.flux.ai/,,"$12,000,000",Seed,1,Outsiders Fund,18
Pre Seed Round - Wihom,Pre-Seed,Seed,"$300,000","Nov 1, 2021",Wihom,Wihom provides payment reconciliation software that automates accounting and connects payment processors in a single integration.,"Project Management, Rental Property, Software",—,"Miami, Florida, United States, North America",wihom.com.co/,,"$425,000",Seed,3,—,—
Seed Round - iwon organics,Seed,Seed,"$1,000,000","Nov 4, 2021",iwon organics,iwon organics is the provider of tasty protein snacks.,"Food and Beverage, Health Care, Snack Food",—,"Corte Madera, California, United States, North America",iwonorganics.com,,"$1,000,000",Seed,1,—,—
Seed Round - Spyglass Connected Solutions,Seed,Seed,"$1,600,000","Oct 27, 2021",Spyglass Connected Solutions,Spyglass Connected Solutions is a software company that offers monitoring and visualizing data in real-time solutions.,"Real Time, Software",—,"Charlotte, North Carolina, United States, North America",spyglassinc.com,,"$1,600,000",Seed,1,—,—
Pre Seed Round - Foreverly,Pre-Seed,Seed,"$120,000","Nov 7, 2021",Foreverly,Foreverly's mission is to make dealing with death--a little less stressful.,—,—,"Seattle, Washington, United States, North America",foreverly.co/,,"$120,000",Seed,1,Techstars,1
Pre Seed Round - Mozi,Pre-Seed,Seed,"$8,000","Oct 16, 2021",Mozi,Mozi is a next-generation social app that links individuals in real life through conversations and activities.,—,—,"St Louis, Missouri, United States, North America",Mozi.day,,"$21,000",Seed,2,Sling Health Accelerator,1
Seed Round - Volley,Seed,Seed,"$5,500,000","Oct 18, 2021",Volley,A video messaging app designed for remote work,"Apps, Computer, Meeting Software, Messaging, Software",—,"Lehi, Utah, United States, North America",volleyapp.com,,"$5,500,000",Seed,1,Shasta Ventures,2
Pre Seed Round - Pana,Pre-Seed,Seed,"$750,000","Oct 24, 2021",Pana,Cross-border Banking app for the 62M Latinos living in the US,FinTech,—,"Windermere, Florida, United States, North America",joinpana.com,,"$2,450,000",Seed,2,—,—
Pre Seed Round - Nectar Vet,Pre-Seed,Seed,"$1,000,000","Nov 3, 2021",Nectar Vet,"Nectar Vet is a veterinary PIMS designed for clinics to improve efficiency, profitability, and quality of care.","Software, Veterinary","Women Founded, Women Led","Oakland, California, United States, North America",www.nectarvet.com/,,"$1,000,000",Seed,1,Bienville Capital,1
Pre Seed Round - ABRAXAS DAO,Pre-Seed,Seed,"$50,000","Nov 1, 2021",ABRAXAS DAO,BUILDING THE FUTURE IN WEB3!,"Blockchain, Comics, Cryptocurrency, Digital Entertainment, Online Games",—,"Albuquerque, New Mexico, United States, North America",abraxasdao.com,,"$50,000",Seed,2,—,—
Seed Round - Payitoff,Seed,Seed,"$8,500,000","Nov 10, 2021",Payitoff,"Payitoff automates every aspect of debt repayment for fintechs, workplace providers and financial institutions - starting with student debt","Financial Services, FinTech, Software",—,"New York, New York, United States, North America",www.payitoff.io/,,"$11,000,000",Seed,5,Lightspeed Venture Partners,4
Seed Round - Xiid Corporation,Seed,Seed,"$3,300,000","Nov 9, 2021",Xiid Corporation,"Xiid’s AbsoluteZero™ Trust Network blankets your existing network with a simple, effective security overlay reducing threat entry points.","Cloud Security, Cyber Security, Identity Management, Software",—,"Las Vegas, Nevada, United States, North America",www.xiid.com/,,"$3,300,000",Seed,1,—,—
Seed Round - Advanced Scanners,Seed,Seed,"$1,045,000","Nov 1, 2021",Advanced Scanners,Advanced Scanners provide optimal 3D surface mapping for precise intra-operative diagnostics and positioning.,"Health Care, Life Science, Medical Device",—,"Austin, Texas, United States, North America",www.advancedscanners.com,,"$12,295,006",—,8,—,—
Seed Round - Luma AI,Seed,Seed,"$5,500,000","Oct 29, 2021",Luma AI,Luma AI is to enables everyone to capture and experience the world in 3D.,"3D Technology, Artificial Intelligence, Augmented Reality, Computer Vision, Video Games, Virtual Reality",—,"Palo Alto, California, United States, North America",lumalabs.ai/,,"$25,500,000",Early Stage Venture,2,Matrix Partners,5
Seed Round - Archive,Seed,Seed,"$4,068,000","Nov 3, 2021",Archive,Archive App is a digital asset manager built for modern digital marketers.,"Apps, Digital Marketing, E-Commerce, Internet",—,"Miami, Florida, United States, North America",archive.com/,,"$4,068,000",Seed,1,Stripe,18
Seed Round - Spacejoy,Seed,Seed,"$500,000","Nov 1, 2021",Spacejoy,Weaving art and technology to enable the joy of designing spaces,"3D Technology, E-Commerce, Furniture, Home Decor, Interior Design, Virtual Reality",—,"Los Angeles, California, United States, North America",spacejoy.com/,,"$5,500,000",Seed,3,Accel,2
Seed Round - Miami Beach Bum,Seed,Seed,"$2,000,000","Oct 15, 2021",Miami Beach Bum,Paradise for your skin and hair.,"Beauty, Cosmetics, Health Care","Women Founded, Women Led","Miami Beach, Florida, United States, North America",MiamiBeachBum.com,,"$2,000,000",Seed,1,—,—
"Seed Round - nft42, Inc., d/b/a nameless",Seed,Seed,"$3,500,000","Oct 28, 2021","nft42, Inc., d/b/a nameless",Nameless sets new industry standards for rich Web3 experiences.,"Blockchain, Cryptocurrency, Digital Entertainment, Media and Entertainment, Software",—,"Sheridan, Wyoming, United States, North America",nft42.com,,"$3,660,000",Seed,2,—,4
